id,library,methods,constructor
364167926,ArdRTOS,unlock###peek###getLock###enqueue###l###lockImmediate###size###dequeue###available###lock###isFull###isEmpty,Queue
364167926,ArdRTOS,unlock###lockImmediate###available###getOwner###Semaphore###lock,Semaphore
53009920,HardwareButton,setLongPressTimeout###setMultiPressTimeout###update###setPressTimeout,Button
394459634,AceSegmentWriter,initScrollLeft###charWriter###patternWriter###scrollRight###ledModule###StringScroller###initScrollRight###scrollLeft###getNumDigits,StringScroller
394459634,AceSegmentWriter,clear###numberWriter###writeHourMinute12###clearToEnd###writeColon###patternWriter###ClockWriter###ledModule###writeHourMinute24,ClockWriter
394459634,AceSegmentWriter,LevelWriter###getMaxLevel###writeLevel###patternWriter###ledModule,LevelWriter
394459634,AceSegmentWriter,clear###clearToEnd###StringWriter###charWriter###patternWriter###writeStringAt###ledModule,StringWriter
394459634,AceSegmentWriter,clear###clearToEnd###writePatternAt###writeDecimalPointAt###PatternWriter###writePatternsAt###writePatternsAt_P###ledModule###getNumDigits,PatternWriter
394459634,AceSegmentWriter,clear###writeHexCharAt###clearToEnd###writeBcd2At###writeDecimalPointAt###writeHexChars2At###writeUnsignedDecimalAt###writeSignedDecimalAt###NumberWriter###patternWriter###writeHexCharsAt###ledModule###writeDec2At###writeHexByteAt###writeHexWordAt###writeDec4At,NumberWriter
394459634,AceSegmentWriter,clear###clearToEnd###writeDecimalPointAt###getNumChars###writeCharAt###patternWriter###ledModule###getPattern###CharWriter###getNumDigits,CharWriter
394459634,AceSegmentWriter,clear###clearToEnd###patternWriter###ledModule###writeTempDegCAt###writeTempAt###writeTempDegAt###TemperatureWriter###writeTempDegFAt,TemperatureWriter
344591471,arduino-uart-sen44,readMeasuredMassConcentrationAndAmbientValues###getAutoCleaningInterval###getSerialNumber###setAutoCleaningInterval###getArticleCode###deviceReset###readDeviceStatus###startFanCleaning###getVersion###readDataReady###stopMeasurement###readMeasuredMassConcentrationAndAmbientValuesTicks###readMeasuredAmbientValues###begin###startMeasurement###readMeasuredPmValues###readMeasuredAmbientValuesTicks,SensirionUartSen44
28728293,Pin,setState###getDDR###getValue###setPullupOff###setDutyCycle###setMode###getState###setOutputHigh###setInput###getOffset###setHigh###setLow###rcTimer###setPullupOn###setOutput###getInverseOffset###toggleState###Pin###getPIN###set###setInputPullupOff###getPORT###getNumber###setInputPullupOn###getTimer###setOutputLow###toggleMode###getMode###getAnalogValue,Pin
28728293,Pin,PinGroup###setState###getDDR###getValue###setPullupOff###setMode###getState###setOutputHigh###setInput###getOffset###setHigh###setLow###setPullupOn###setOutput###getInverseOffset###toggleState###getPIN###getNumbers###set###setInputPullupOff###isValid###getPORT###setInputPullupOn###toggleMode###setOutputLow###getMode,PinGroup
61203263,somo-ii-lib,stop###setVol###reset###playTrack###send###playFile###feedback###volUp###volDown###begin,SOMO_II
339735850,arduino-i2c-stc3x,setTemperature###setBinaryGas###setPressure###forcedRecalibration###prepareProductIdentifier###prepareReadState###getSensorState###setRelativeHumidity###applyState###selfTest###enterSleepMode###enableAutomaticSelfCalibration###disableAutomaticSelfCalibration###readProductIdentifier###setSensorState###begin###measureGasConcentration,SensirionI2CStc3x
140967141,MatrizLed,getDeviceCount###setColumn###clearDisplay###setIntensidad###apagar###shutdown###setScanLimit###escribirFrase###setIntensity###borrar###encender###escribirCifra###setLed###escribirCaracter###setRow###escribirFraseScroll###rotar###begin,MatrizLed
354587603,EasyLed,off###toggle###getState###isOn###setState###reset###pin###isOff###activeLevel###flash###initialState###on,EasyLed
296257405,DFRobot_Maqueenplus,servoControl###getPatrol###DFRobot_MaqueenPlus###setRGB###getDistance###getIR###PIDSwitch###getDirection###ultraSonic###getVersion###getGrayscale###clearDistance###begin###getSpeed###motorControl,DFRobot_MaqueenPlus
428619560,VL53L5CX,WrMulti###vl53l5cx_motion_indicator_set_resolution###vl53l5cx_set_target_order###vl53l5cx_off###get_stream_count###vl53l5cx_get_resolution###VL53L5CX###vl53l5cx_get_target_order###vl53l5cx_dci_write_data###_vl53l5cx_poll_for_answer###vl53l5cx_get_detection_thresholds###_vl53l5cx_send_xtalk_data###vl53l5cx_get_integration_time_ms###_vl53l5cx_program_output_config###vl53l5cx_dci_replace_data###begin###end###vl53l5cx_init###vl53l5cx_stop_ranging###WrByte###RdMulti###vl53l5cx_get_ranging_mode###vl53l5cx_get_sharpener_percent###vl53l5cx_calibrate_xtalk###vl53l5cx_set_ranging_mode###vl53l5cx_set_xtalk_margin###vl53l5cx_get_ranging_data###vl53l5cx_set_i2c_address###vl53l5cx_set_detection_thresholds_enable###vl53l5cx_set_power_mode###vl53l5cx_i2c_reset###init_sensor###vl53l5cx_set_ranging_frequency_hz###SwapBuffer###vl53l5cx_motion_indicator_set_distance_motion###_vl53l5cx_send_offset_data###vl53l5cx_is_alive###vl53l5cx_set_caldata_xtalk###vl53l5cx_get_power_mode###vl53l5cx_set_detection_thresholds###vl53l5cx_get_xtalk_margin###vl53l5cx_set_resolution###vl53l5cx_dci_read_data###vl53l5cx_motion_indicator_init###vl53l5cx_get_caldata_xtalk###vl53l5cx_get_ranging_frequency_hz###vl53l5cx_set_sharpener_percent###_vl53l5cx_poll_for_answer_xtalk###vl53l5cx_set_integration_time_ms###vl53l5cx_get_detection_thresholds_enable###vl53l5cx_on###WaitMs###vl53l5cx_check_data_ready###RdByte###vl53l5cx_start_ranging,VL53L5CX
282911926,AD985X,setFrequencyF###pulsePin###usesVSPI###getAutoUpdate###setPhase###powerDown###setAutoUpdate###begin###update###getMaxFrequency###selectHSPI###setSPIspeed###getSPIspeed###reset###setGPIOpins###powerUp###setFrequency###selectVSPI###usesHSPI###setCalibration###getPhase###swSPI_transfer###writeData###getFrequency###getFactor###usesHWSPI###getCalibration,AD9850
282911926,AD985X,setRefClockHigh###setFrequencyF###setAutoRefClock###getAutoRefClock###pulsePin###usesVSPI###getAutoUpdate###setPhase###powerDown###setAutoUpdate###update###begin###setARCCutOffFreq###getMaxFrequency###selectHSPI###setSPIspeed###getSPIspeed###reset###setGPIOpins###powerUp###setFrequency###getARCCutOffFreq###selectVSPI###getRefClock###usesHSPI###setCalibration###setRefClockLow###getPhase###swSPI_transfer###writeData###getFrequency###getFactor###usesHWSPI###getCalibration,AD9851
36429544,TWIKeyboardLibrary,dimLed###pulseLed###getKeyUp###getKeyDown###clearLeds###setKeyRepeat###setLed###changeAddress###begin,TWIKeyboard
375960028,SparkFun_STC3x_Arduino_Library,setTemperature###setBinaryGas###forcedRecalibration###enterSleepMode###disableAutomaticSelfCalibration###begin###setPressure###getProductIdentifier###enableDebugging###computeCRC8###sendCommand###performSelfTest###getCO2###measureGasConcentration###readRegister###setRelativeHumidity###enableAutomaticSelfCalibration###softReset###getTemperature,STC3x
224559995,SHT1x-ESP,readHumidity###readTemperatureC###readTemperatureF,SHT1x
42077592,VEML6040,getCCT###getBlue###getGreen###getRed###getAmbientLight###setConfiguration###getWhite###begin,VEML6040
15954810,Touch_Screen_Driver,getPoint###isTouching,TouchScreen
409860914,UNIT_MQTT,startMQTT###waitMsg###configSave###Init###publish###subscribe###receiveMessage###configMQTT###isConnectedLAN###sendMsg###isConnectedMQTT,M5_MQTT
286763336,Yfrobot-Motor-Driver-Library,setPWM###getPWM###setExtClk###motorConfig###stopMotor###getMotorCurrent###setAllMotor###begin###writeMicroseconds###setSingleMotor###reset###setAddress###setMotor###driverOneMotor###setOutputMode###setOscillatorFrequency###sleep###setPin###driverOneMotor_IIC###getOscillatorFrequency###readPrescale###setPWMFreq###wakeup,MotorDriver
165926097,SparkFun_AS3935_Lightning_Detector_Arduino_Library,calibrateOsc###readInterruptReg###readSpikeRejection###readDivRatio###powerDown###readWatchdogThreshold###begin###maskDisturber###setIndoorOutdoor###readMaskDisturber###setNoiseLevel###beginSPI###spikeRejection###resetSettings###displayOscillator###distanceToStorm###readIndoorOutdoor###readLightningThreshold###readTuneCap###readNoiseLevel###clearStatistics###watchdogThreshold###changeDivRatio###wakeUp###lightningEnergy###lightningThreshold###tuneCap,SparkFun_AS3935
49020128,Adafruit_ZeroTimer,setPeriodMatch###PWMout###configure###setCompare###tc_init###enable###invertWave###setCallback###timerHandler,Adafruit_ZeroTimer
250009589,AM232X,_getData###setUserRegisterA###getUserRegisterA###getUserRegisterB###isConnected###_writeRegister###setHumOffset###setUserRegisterB###lastRead###setReadDelay###getModel###begin###getStatus###getHumOffset###getHumidity###setSuppressError###_crc16###setTempOffset###getReadDelay###getTempOffset###getDeviceID###setStatus###getVersion###_readRegister###getSuppressError###wakeUp###getTemperature###read,AM232X
436153070,RAK13600-PN532,ntag2xx_WriteNDEFURI###mifareultralight_ReadPage###mifareclassic_IsTrailerBlock###mifareclassic_WriteDataBlock###setPassiveActivationRetries###felica_RequestSystemCode###felica_Release###getATQA###mifareultralight_WritePage###AsTarget###writeGPIO###begin###sendCommandCheckAck_Felica###inListPassiveTarget###PrintHexChar###getFirmwareVersion###setDataTarget###readPassiveTargetID###felica_ReadWithoutEncryption###mifareclassic_WriteNDEFURI###startPassiveTargetIDDetection###sendCommandCheckAck###felica_RequestService###mifareclassic_ReadDataBlock###mifareclassic_IsFirstBlock###felica_SendCommand###ntag2xx_WritePage###mifareclassic_FormatNDEF###felica_Polling###getDataTarget###getSAK###mifareclassic_AuthenticateBlock###SAMConfig###inDataExchange###PrintHex###felica_RequestResponse###readGPIO###felica_WriteWithoutEncryption###ntag2xx_ReadPage,NFC_PN532
22547083,ILI9341_t3,drawCircle###print###availableForWrite###writeRect8BPP###height###println###writeRect4BPP###fillRectHGradient###drawChar###getRotation###setFontAdafruit###drawRoundRect###getWriteError###measureTextHeight###getCursorX###fillScreenVGradient###fillScreen###setFont###setCursor###sleep###fillRect###flush###invertDisplay###setAddrWindow###fillCircle###fontGap###getCursor###clearWriteError###setClock###color565toRGB14###fillScreenHGradient###setTextSize###Print###DIRECT_WRITE_LOW###fontCapHeight###drawRect###drawFastVLine###fillRoundRect###begin###setTextColor###measureTextWidth###setRotation###getTextWrap###readScanLine###setScroll###writeRect1BPP###readRect###strPixelLen###drawCircleHelper###getCursorY###setTextWrap###color565###write###writeRect2BPP###readPixel###fillRectVGradient###RGB14tocolor565###fontLineSpace###setAddr###writeRect###drawBitmap###pushColor###color565toRGB###fillCircleHelper###drawFontChar###drawFastHLine###drawPixel###width###readcommand8###drawTriangle###getTextSize###drawLine###measureChar###fillTriangle,ILI9341_t3
22547083,ILI9341_t3,TwistyText###bgColor###willForceTransition###title###forceTransitionNow###reset###init###perFrame###BaseAnimation,TwistyText
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation###PlasmaYellow,PlasmaYellow
22547083,ILI9341_t3,Waveform###bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation,Waveform
22547083,ILI9341_t3,restart###TransitionScroll###init###perFrame###BaseTransition###isComplete,TransitionScroll
22547083,ILI9341_t3,restart###init###perFrame###BaseTransition###isComplete,BaseTransition
22547083,ILI9341_t3,restart###init###perFrame###BaseTransition###TransitionHalftone###isComplete,TransitionHalftone
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###Checkerboard###reset###init###perFrame###BaseAnimation,Checkerboard
22547083,ILI9341_t3,TransitionDither###restart###init###perFrame###BaseTransition###isComplete,TransitionDither
22547083,ILI9341_t3,restart###TransitionSquares###init###perFrame###BaseTransition###isComplete,TransitionSquares
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation###Cube3D,Cube3D
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###reset###Leaves###init###perFrame###BaseAnimation,Leaves
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation,BaseAnimation
22547083,ILI9341_t3,bgColor###title###willForceTransition###Sphere3D###forceTransitionNow###reset###init###perFrame###BaseAnimation,Sphere3D
22547083,ILI9341_t3,MagentaSquares###bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation,MagentaSquares
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation###PlasmaCloud,PlasmaCloud
22547083,ILI9341_t3,bgColor###title###willForceTransition###forceTransitionNow###reset###init###perFrame###BaseAnimation###TriangleWeb,TriangleWeb
444819535,AM2315,getTempOffset###getWaitForReading###isConnected###setHumOffset###getHumidity###getHumOffset###getSuppressError###setTempOffset###setWaitForReading###getTemperature###wakeUp###read###lastRead###begin###setSuppressError,AM2315
82402288,EButton,setDebounceTime###isLongPressed###attachLongPressStart###reset###attachSingleClick###getClicks###getStartTime###attachLongPressEnd###tick###getPin###setClickTime###attachDuringLongPress###isButtonPressed###attachTransition###attachDoubleClick###attachDoneClicking###getPrevTransitionTime###attachEachClick###setLongPressTime,EButton
331587071,BitsAndDroidsFlightSimLibrary,getAPGlideslopeHoldOn###getFuelTankCenter2Quantity###getElevatorTrimPos###getFuelTankLeftQuantity###getFuelTankLeftAuxCapacity###getFuelTankCenter2###getIndicatedAirspeed###getTrailingEdgeFlapsRightPercent###getAdfRadial1###getNavDmeSpeed2###getRudderTrimDegr###getActiveNav2###getGearCenterPositionPct###getFuelTankRightTipCapacity###getFuelTankLeftAuxQuantity###getAdfStandbyFreq2###getFuelTotalPercentage###getGearLeftPositionPct###getAPWingLevelerOn###getNavDme1###getParkingBrakeIndicator###getAPAirspeedHoldOn###propsInputHandling###superAdvancedInputHandling###getLastPrefix###getStandbyNav2###send###getLeadingEdgeFlapsLeftAngle###getAdfSignal2###getIndicatedHeading###getAdfStandbyFreq1###getFuelTankCenter3Level###getAPMachHoldOn###sendFlaps###getLightHeadOn###getAileronTrimDegr###getFeetAboveGround###getGearHandlePos###getFuelTankRightMainLevel###getAdfActiveFreq1###setPotFlaps###getFuelTankCenter###getAdfRadial2###getFlapsHandlePct###getFuelTankExternal1Capacity###getPercentage###getLightLogoOn###simpleInputHandling###getStandbyCom2###getAileronTrimPct###setEMA_a###getLightStrobeOn###getFuelTankExternal1Quantity###dataHandling###getFuelTankRightTipQuantity###getLeadingEdgeFlapsRightPct###sendCombinedMixtureValues###getLightLandingOn###getLightBeaconOn###getFuelTankExternal2Quantity###getTrailingEdgeFlapsRightAngle###getAPBackcourseHoldOn###getFuelTankCenter3Quantity###getStandbyCom1###getLightBrakeOn###getAdfActiveFreq2###getFuelTankRightMainQuantity###getIndicatedGPSGroundspeed###getVersion###getLightRecognitionOn###getAPAttitudeLockOn###getAPVerticalHoldOn###getFuelTankExternal1Level###getGearHydraulicPressure###getTrueVerticalSpeed###getFuelTankLeftMainCapacity###getGearTailPositionPct###getFuelTankRightTipLevel###getFuelTankCenter2Level###getFuelTankRightQuantity###getOverspeedWarningOn###getFlapsNumHandlePos###getFuelTankLeftTipCapacity###getNavObs2###getFuelTankLeftMainQuantity###getLeadingEdgeFlapsRightAngle###getFuelTankTotalQuantity###getLeadingEdgeFlapsLeftPct###sendSetElevatorTrimPot###getStallWarningOn###getFuelTankRightMainCapacity###getFuelTankLeftMainLevel###switchHandling###getAPFlightDirectorOn###advancedInputHandling###getApVerticalSpeed###getIndicatedAltitude###getFuelTankLeftAuxLevel###getTrailingEdgeFlapsLeftPercent###getAPAutothrottleArm###getApHeadingLock###getAPTakeoffPowerOn###getAPMasterOn###smoothPot###getApAltLock###getActiveNav1###getTrailingEdgeFlapsLeftAngle###getFuelTankLeftCapacity###getLightTaxiOn###getLightNavOn###getNavRadialError1###getActiveCom1###getNavObs1###getFlapsHandleIndex###getFuelTankLeftTipLevel###getFuelTankExternal2Level###getLightCabinOn###getNavDme2###getFuelTankLeftTipQuantity###sendSetBrakePot###getGearTotalPct###getNavVorLationalt1###getNavDmeSpeed1###getAPApproachHoldOn###getAPHeadingLockOn###getFuelTankExternal2Capacity###getFuelTankCenter3###getFuelTankRightAuxCapacity###getOnGround###getAPNav1LockOn###getStandbyNav1###getFuelTankCenterLevel###getLightWingOn###getFuelTankRightAuxLevel###getActiveCom2###getRudderTrimPct###getAPAutothrottleOn###getBarPressure###getGearAuxPosition###getFuelTankRightCapacity###getTailWheelLock###sendSetYokeAxis###getTransponderCode1###getKohlmanAltimeter###getGearRightPositionPct###getAPAltitudeLockOn###getAPRPMHoldOn###getFuelTankCenterQuantity###getGpsCourseToSteer###mixtureInputHandling###getLightPanelOn###getAdfSignal1###getElevatorTrimPct###getFuelTankRightAuxQuantity###sendSetElevatorTrim###getTransponderCode2###getAPAvailable###sendSetRudderPot###getAPYawDampenerOn###getPlaneName,BitsAndDroidsFlightConnector
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex,AnalogOutputFirmata
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex,OneWireFirmata
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex###report,I2CFirmata
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex###checkSerial###update,SerialFirmata
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reportDigital###reset###handleSysex###report,DigitalInputFirmata
60629921,FirmataWithDeviceFeature,handleCapability###reportAnalog###handlePinMode###reset###handleSysex###report,AnalogInputFirmata
60629921,FirmataWithDeviceFeature,runTasks###handlePinMode###handleSysex###deleteTask###createTask###handleCapability###addToTask###schedule###reset###delayTask###queryTask###queryAllTasks,FirmataScheduler
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex###update,StepperFirmata
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex###digitalWritePort,DigitalOutputFirmata
60629921,FirmataWithDeviceFeature,handleCapability###handlePinMode###reset###handleSysex###analogWrite,ServoFirmata
60629921,FirmataWithDeviceFeature,addFeature###handleCapability###handlePinMode###reset###handleSysex,FirmataExt
60629921,FirmataWithDeviceFeature,reportReleasePin###handlePinMode###handleSysex###reportClose###reportRead###update###handleCapability###reportError###reportClaimPin###reset###reportWrite###reportOpen###reportString,DeviceFirmata
73844588,Adafruit_MAX31865,setWires###setThresholds###autoConvert###enable50Hz###clearFault###getUpperThreshold###enableBias###calculateTemperature###readRTD###getLowerThreshold###begin###readFault###temperature,Adafruit_MAX31865
473588415,DigitalSignal,clear###setTime###getTime###reset###setOffTime###set###run###read###switchTime,DigitalOut
473588415,DigitalSignal,setLongClickTime###click###pressCallback###mode###setDoubleClickTime###doubleClick###longClick###isActive###update###releaseCallback,DigitalIn
119862177,NTC_Thermistor,readCelsius###readFahrenheit###readKelvin,Thermistor
2194232,RGB-matrix-Panel,dumpMatrix###fillScreen###Color888###ColorHSV###Color333###begin###updateDisplay###drawPixel###Color444###swapBuffers###backBuffer,RGBmatrixPanel
410767135,MatrixLaserSensor,begin###getDistance,MatrixLaser
48743176,Arduino-S9706,update###getBlue###getGreen###getRed###begin,S9706
137953978,SparkFun_RGB_OLED_64x64_Arduino_Library,Wrapper_to_call_getBMP###advanceState###Wrapper_to_call_getAlpha###setCursorValues###Wrapper_to_call_getFrameData###get65kValueHSV###getBMP###Wrapper_to_call_setCursorValues###get65kValueRGB###getFrameData###getAlpha###Wrapper_to_call_advanceState,QRcodeFont
137953978,SparkFun_RGB_OLED_64x64_Arduino_Library,Wrapper_to_call_getBMP###advanceState###Wrapper_to_call_getAlpha###setCursorValues###Wrapper_to_call_getFrameData###get65kValueHSV###getBMP###Wrapper_to_call_setCursorValues###get65kValueRGB###getFrameData###getAlpha###Wrapper_to_call_advanceState,QRcodeFont
137953978,SparkFun_RGB_OLED_64x64_Arduino_Library,defaultConfigure###setDefaultFontColors###circleRAM###setWidth###setILUTColorC###print###setCommandLock###display###setCSlow###setupHorizontalScroll###availableForWrite###println###setClockDivider###setHeight###enableReadRAM###setRemapColorDepth###setPixel###rectFill###lineWide###getWriteError###setPrechargeVoltage###scrollLeft###setMasterContrastCurrent###startup###setFont###circleFillRAM###setCursor###setCShigh###line###lineWideRAM###setContrastCurrentABC###flush###flipHorizontal###setRowAddress###scrollStop###clearWriteError###setDisplayWidth###write_bytes###startScrolling###lineRAM###getHeight###lineVRAM###scrollUp###setColumnAddress###invert###clearDisplay###Print###rect###circleFill###setCursorRAM###enableWriteRAM###begin###setDisplayOffset###rectFillRAM###getDisplayHeight###setFillColor###setSPIFreq###getSPIFreq###write_ram###setDisplayMode###setDisplayStartLine###lineHRAM###getWidth###setPixelRAM###lineH###setMLUTGrayscale###write###setSleepMode###setILUTColorA###setDisplayHeight###scrollRight###lineV###rectRAM###circle###fillDisplay###setFontCursorValues###setVCOMH###setMUXRatio###useBuiltInLinearLUT###setColor###stopScrolling###setSecondPrechargePeriod###getDisplayWidth###setResetPrechargePeriod###linkDefaultFont,RGB_OLED_64x64
137953978,SparkFun_RGB_OLED_64x64_Arduino_Library,Wrapper_to_call_getBMP###advanceState###Wrapper_to_call_getAlpha###print###setCursorValues###write###Print###Wrapper_to_call_getFrameData###availableForWrite###println###flush###getBMP###Wrapper_to_call_setCursorValues###getFrameData###clearWriteError###getAlpha###getWriteError###Wrapper_to_call_advanceState,MicroviewMonochromeProgMemBMPFont
137953978,SparkFun_RGB_OLED_64x64_Arduino_Library,setDefaultFontColors###circleRAM###setWidth###setILUTColorC###setCursorValues###setCommandLock###print###setCSlow###setupHorizontalScroll###availableForWrite###println###setClockDivider###setHeight###enableReadRAM###setRemapColorDepth###getWriteError###setPrechargeVoltage###advanceState###setMasterContrastCurrent###startup###setFont###circleFillRAM###setCShigh###lineWideRAM###setContrastCurrentABC###flush###setRowAddress###clearWriteError###write_bytes###startScrolling###getHeight###lineRAM###lineVRAM###setColumnAddress###Print###setCursorRAM###enableWriteRAM###begin###getBMP###setDisplayOffset###getFrameData###rectFillRAM###setSPIFreq###setFillColor###getSPIFreq###write_ram###setDisplayMode###setDisplayStartLine###lineHRAM###getWidth###setPixelRAM###setMLUTGrayscale###write###setSleepMode###setILUTColorA###rectRAM###setFontCursorValues###setVCOMH###setMUXRatio###useBuiltInLinearLUT###stopScrolling###setSecondPrechargePeriod###getAlpha###setResetPrechargePeriod###linkDefaultFont,SSD1357
361068921,ESP_8_BIT_composite,waitForFrame###getFrameBufferLines###getRenderedFrameCount###getBufferSwapCount###begin,ESP_8_BIT_composite
361068921,ESP_8_BIT_composite,fillScreen###convertRGB565toRGB332###newPerformanceTrackingSession###fillRect###getWaitFraction###drawFastVLine###begin###waitForFrame###drawFastHLine###drawPixel,ESP_8_BIT_GFX
370644841,ServoSmooth,setTargetDeg###sendToDriver###smoothStart###write###tick###detach###getCurrentDeg###setAutoDetach###setMaxAngle###setTarget###start###writeUs###setDirection###setSpeed###setCurrentDeg###stop###attach###writeMicroseconds###getCurrent###tickManual###setAccel###setCurrent###getTargetDeg###getTarget,ServoDriverSmooth
370644841,ServoSmooth,setTargetDeg###sendToDriver###smoothStart###write###tick###detach###getCurrentDeg###setAutoDetach###setMaxAngle###setTarget###start###writeUs###setDirection###setSpeed###setCurrentDeg###stop###attach###writeMicroseconds###getCurrent###tickManual###setAccel###setCurrent###getTargetDeg###getTarget,ServoSmooth
218170801,AD5254_asukiaaa,saveEEPROM###writeRDAC###readRDAC###setWire###loadEEPROM###begin,AD5254_asukiaaa
240670006,Arduino-DS1881,setValue###storeWipers###unserialize###initialized###getValue###init###zerocrossWait###enabled###printDebug###serialize###enable###getRange###setRange###errorToStr,DS1881
126887635,esp_sds011,get_sleep###device_info###query_data_auto###set_working_period###Sds011Async###perform_work_query_data_auto###set_data_rampup###_get_out###get_working_period###query_data_auto_async###_clear_responses###Sds011###_buf_to_string###timeout###on_query_data_auto_completed###filter_data###perform_work###_read_byte###onReceive###_read_response###crc_ok###get_data_reporting_mode###set_sleep###get_data_rampup###set_data_reporting_mode###query_data###set_device_id###_send_cmd###Sds011Async_Base,Sds011Async
113425541,HCSR04-ultrasonic-sensor-lib,dist,HCSR04
175034091,SparkFun_Qwiic_Keypad_Arduino_Library,updateFIFO###getTimeSincePressed###getVersion###isConnected###getButton###begin###setI2CAddress,KEYPAD
165128799,Adafruit_ADT7410,readTempC###reset###getSensor###getEvent###begin,Adafruit_ADT7410
181367812,Arduino-BTS7960,Stop###Enable###BTS7960###TurnRight###TurnLeft###Disable,BTS7960
34921635,SparkFun_LSM6DS3_Arduino_Library,readRegister###beginCore###basePage###readRegisterInt16###readRegisterRegion###writeRegister###embeddedPage,LSM6DS3Core
34921635,SparkFun_LSM6DS3_Arduino_Library,fifoEnd###readRawGyroX###readFloatAccelY###readFloatAccelZ###readRawTemp###readRawGyroY###readFloatGyroY###writeRegister###embeddedPage###begin###fifoBegin###readTempF###readTempC###calcAccel###readFloatGyroX###readRegisterRegion###readRawAccelY###calcGyro###fifoRead###readRawGyroZ###fifoClear###readRegister###readRawAccelZ###beginCore###fifoGetStatus###basePage###readRegisterInt16###readFloatGyroZ###readRawAccelX###readFloatAccelX,LSM6DS3
294653427,SCA100T,readRaw###startSelfTest###changeCommSpeed###getAngle###getTemperature###sendCMD###stopSelfTest,SCA100T
117853999,MPR121,anyTouched###setDeviceChannelChargeDischargeTime###getDeviceChannelFilteredData###getDeviceChannelBaselineData###startChannels###startChannelsAllDevices###channelTouched###getTouchStatus###startAllChannels###setSamplePeriod###setDebounce###setWire###setDeviceChannelThresholds###getDeviceCount###setAllDeviceChannelsThresholds###autoReconfigFail###setChargeDischargeTime###getRunningChannelCount###setAllChannelsThresholds###overCurrentDetected###getDeviceChannelCount###deviceChannelTouched###setDeviceChannelChargeDischargeCurrent###stopAllChannels###addDevice###getChannelCount###getChannelFilteredData###setupSingleDevice###setupDevice###deviceChannelOutOfRange###setBaselineTracking###autoConfigFail###setFirstFilterIterations###getOutOfRangeStatus###communicating###setupAllDevices###getTouchCount###setChannelThresholds###setSecondFilterIterations###getChannelBaselineData###setChargeDischargeCurrent,MPR121
364331181,SpeedMeasurer,getemp_d###startemp_d###startemp_s###getpressure_d###startpressure_s###calc_velocity###startpressure_d###getpressure_s###getemp_s###prepare###begin,SpeedMeasurer
436237876,RAK14012-LED-Matrix,clear###getPin###setPixelColor###getPixelColor###updateLength###numPixels###setPin###ColorHSV###RAK_RGB_Matrix###updateType###setBrightness###sine8###begin###getPixels###getBrightness###gamma32###show###Color###gamma8###canShow###fill,RAK_RGB_Matrix
160515610,X-NUCLEO-53L1A1,end###VL53L1X_X_NUCLEO_53L1A1###VL53L1X_On###VL53L1X_Off###begin,VL53L1X_X_NUCLEO_53L1A1
160515610,X-NUCLEO-53L1A1,STMPE1600DigiOut###begin###end###write,STMPE1600DigiOut
191054789,uFire_SHT20,temperature###dew_point###measure_all###vpd###temperature_f###connected###humidity###begin,uFire_SHT20
172747624,LPS22HH,Set_FIFO_Mode###IO_Read###Get_FIFO_Full_Status###Disable###begin###Get_FIFO_Ovr_Status###Stop_FIFO_On_Watermark###end###Enable###Get_FIFO_Level###IO_Write###Get_FIFO_Data###GetPressure###SetOutputDataRate###Set_One_Shot###ReadID###GetOutputDataRate###Reset_FIFO_Interrupt###Get_PRESS_DRDY_Status###GetTemperature###Set_FIFO_Interrupt###Set_FIFO_Watermark_Level###Get_FIFO_FTh_Status###Get_One_Shot_Status###Write_Reg###Read_Reg###Get_TEMP_DRDY_Status,LPS22HHSensor
2587311,Adafruit_SHARP_Memory_Display,refresh###clearDisplayBuffer###clearDisplay###drawPixel###getPixel###begin,Adafruit_SharpMem
267968816,ZACwire-Library,begin###end###getTemp,ZACwire
284533470,JPEGDEC,powerUp###busy_wait###drawPixel###powerDown###setRAMAddress###begin###writeRAMCommand###update,Grayscale_IL0398
